location,gender,city,text,klout,latitude,longitude,date,followers,image,sreen_name,sentiment,TuesdayTemp,WednesdayTemp,ThursdayTemp,FridayTemp
"Frankfort, NY",female,Frankfort,You know today is going to be fucking awesome when Bon Jovi is stuck in your head this early.,40,43.03248726,-75.07167799,"Wed, 03 Apr 2013 12:53:27 +0000",212,http://a0.twimg.com/profile_images/2873764248/53c9bb397039813ee5e7a7b0bb0da3ac_normal.jpeg,aaalex020,3,26.5,27.9,32.6,37.6
"Gilroy, CA",male,Gilroy,@carmenamor69 nunca mirastes ala Gordis dela Jenny Rivera no te perdistes mucho no te vayas a cortar las venas bofona son acabamientos,32,37.0239024,-121.5662297,"Wed, 03 Apr 2013 12:53:27 +0000",78,http://a0.twimg.com/profile_images/3216309339/4178f3f27bc76743faea4e866f5e631e_normal.jpeg,pelonchavinda,0,57.3,59.8,55.3,54.2
"Kendall, FL",male,Kendall,"Twittter on point today! @GabrielFerbeyre. ""@Sports_Greats: The one who works harder will come out on top.""",,25.687013,-80.3189886,"Wed, 03 Apr 2013 12:53:27 +0000",34,http://a0.twimg.com/profile_images/3396104161/06cd75d011a701522eb7cb8e4ae48811_normal.png,coach5xchamp,0,74.2,76.3,77.2,72.3
"Denham Springs, LA",,Denham Springs,Having to park in the back of the parking lot on a rainy day really sucks...,42,30.49743156,-90.9552579,"Wed, 03 Apr 2013 12:53:27 +0000",283,http://a0.twimg.com/profile_images/3465379196/40c3f59633cfd9b3b467232d37ee1154_normal.jpeg,brittany_masonn,-5,63.3,62,51.8,48.1
"Four Mile, IA",,Four Mile,Good morning make sure to have a great day _Ÿ˜_,35,41.59871007,-93.44573675,"Wed, 03 Apr 2013 12:53:27 +0000",648,http://a0.twimg.com/profile_images/3448041146/185ad05c09900f719421816693e34d7e_normal.jpeg,LoughsLife,4,32.2,35.5,44.4,46.6
"South Carolina, US",mostly_female,South Carolina,â€œ@WeWantSummer: how about i go back to bed and sleep until friday? ok thanksâ€ù,33,33.70062711,-78.91873451,"Wed, 03 Apr 2013 12:53:27 +0000",260,http://a0.twimg.com/profile_images/3435321939/98a2b370d4e46dfb83961e9837b275b2_normal.jpeg,LilKuchenbrod,0,56.5,55.5,52.8,48.4
"Los Angeles, CA",,Los Angeles,Can't remember the last time I woke up and the sun wasn't even out yet....,35,34.15439657,-118.3801439,"Wed, 03 Apr 2013 12:53:27 +0000",223,http://a0.twimg.com/profile_images/3377433434/24e44292e634cf68044d5ccac8e04ac2_normal.jpeg,samanthagkh,-3,61.9,65.4,65.3,65.3
"Richardson, TX",,Richardson,â€œ@whyBIGDADDY: bro do everybody got a hello kitty phone case????â€ù Yes,43,32.92789996,-96.7339348,"Wed, 03 Apr 2013 12:53:27 +0000",1795,http://a0.twimg.com/profile_images/3447299530/d80d651f37ffb57477781fbfd6193f63_normal.jpeg,__Jassssssss,0,67.9,50.5,45.2,47.3
"Mankato, KS",mostly_male,Mankato,"""@MoJo_B95: You know what i like about an all day jh track meet????? That over 95% of them are out for track and gone ALL day!""",44,39.7834153,-98.208949,"Wed, 03 Apr 2013 12:53:27 +0000",244,http://a0.twimg.com/profile_images/3469672635/5e7001271b8163d66905a3dd30144737_normal.jpeg,tylerlshadduck,0,37.6,39.5,44.5,47.1
"Paradise, NV",mostly_male,Paradise,"@SavannahGuthrie @AnthonyQuintano @MLauer @twitter @todayshow @twittertv savannah, I would follow you to the highest mountain top.",,36.1061045,-115.1655656,"Wed, 03 Apr 2013 12:53:27 +0000",7,http://a0.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,jgarcia356,0,67.8,70,72.5,76.6
"Toronto, Ontario",male,Toronto,@tomcreighton younger me was kind of a jerk. Serves him right if he doesn't take my advice.,48,43.6293435,-79.2725035,"Wed, 03 Apr 2013 12:53:27 +0000",195,http://a0.twimg.com/profile_images/1257209847/eyepatch_normal.jpg,tapi,3,30.5,31.5,35.8,33.3
"Iowa, US",female,Iowa,Resist the temptation.,42,43.0793053,-92.7034032,"Wed, 03 Apr 2013 12:53:27 +0000",372,http://a0.twimg.com/profile_images/3457154484/d1d0376a761bbc265b7fb53045918887_normal.jpeg,MaryH3206,-6,29.3,31.8,39.6,38.8
"Racine, WI",mostly_male,Racine,lol trying to make someone else look bad doesn't make you look any better #newsflash,37,42.7213062,-87.8186955,"Wed, 03 Apr 2013 12:53:27 +0000",604,http://a0.twimg.com/profile_images/3209844311/5acfdf55becf78770f42fa7a0b1e7507_normal.jpeg,NickKorndoerfer,-1,33.8,34.1,41.8,46
"White Plains, NY",,White Plains,Pump the breaks,42,40.99809925,-73.74198655,"Wed, 03 Apr 2013 12:53:27 +0000",82,http://a0.twimg.com/profile_images/3435577563/b3974f197590bad3f99d7ef98e3b43e4_normal.jpeg,m_bertz,0,36,36.6,37.8,39.4
"Coralville, IA",male,Coralville,Gorky Park Bang Bang (@ 97X Bang the Future of Rock &amp; Roll) http://t.co/ZMkbPZWBKC,50,41.70494815,-91.56087285,"Wed, 03 Apr 2013 12:53:27 +0000",11970,http://a0.twimg.com/profile_images/3456483941/4c8493340dd461cfb7ca294f4377123e_normal.jpeg,AnthonyMarlowe,0,32.2,35.2,41.7,46.5
"Houston, TX",mostly_male,Houston,@keymasterbacon Good Morning to you :),34,29.823873,-95.4622405,"Wed, 03 Apr 2013 12:53:27 +0000",190,http://a0.twimg.com/profile_images/3087318871/db27a840b6e2e8453aa3c463d13eae5f_normal.jpeg,hurt_in_alief,3,67.7,63.1,52.6,50.9
"Westhampton Beach, NY",male,Westhampton Beach,Hello tefillin my old friends. It's nice to pray with you again... #passOVER,60,40.82022587,-72.64141044,"Wed, 03 Apr 2013 12:53:28 +0000",296,http://a0.twimg.com/profile_images/2823199170/c5fc46864bf63a99653c33c9c6f535c8_normal.jpeg,AvBronstein,5,36.8,37.4,37,41
"Eastern, WV",unisex,Eastern,Yale,40,39.67557553,-79.90263311,"Wed, 03 Apr 2013 12:53:28 +0000",103,http://a0.twimg.com/profile_images/3470937029/b5ed8130cb5e4101e9227e1d00ff6571_normal.jpeg,ADay_3,0,36.4,35.4,39.3,45.7
"Georgia, US",,Georgia,Looking forward to practice tonight.,34,33.92767242,-83.92859107,"Wed, 03 Apr 2013 12:53:28 +0000",209,http://a0.twimg.com/profile_images/3313239022/11f74eb04010c2096a56def855b419e8_normal.jpeg,jangulo14,0,57.8,54.7,41.8,41
"Lafayette, LA",female,Lafayette,Good Morning,40,30.213954,-92.01578,"Wed, 03 Apr 2013 12:53:28 +0000",133,http://a0.twimg.com/profile_images/1529909849/IMG_0049_normal.jpg,Baby_Faith,4,65.5,61.8,51.3,49.3
"South Carolina, US",,South Carolina,It's just Wednesday...wow,27,32.80384113,-81.15799891,"Wed, 03 Apr 2013 12:53:28 +0000",270,http://a0.twimg.com/profile_images/3463554571/fc35e21340fdfab377834bccfe74a3b1_normal.jpeg,RobertTant28,0,63.1,60.2,53,47.9
"Youngstown, OH",,Youngstown,Brand New Guy - ASAP Rocky &gt;&gt;&gt;&gt;,39,41.1167339,-80.6588201,"Wed, 03 Apr 2013 12:53:28 +0000",1154,http://a0.twimg.com/profile_images/3407875123/b7d16061470bf28ae400522424f647fa_normal.jpeg,Ima69_YaBishh,,30.2,30.3,32.7,40.2
"New York, US",female,New York,And maybe you're finally seeing what is truly happening..,,42.85560281,-77.66277177,"Wed, 03 Apr 2013 12:53:28 +0000",12,http://a0.twimg.com/profile_images/3114422220/f91d20c21c05170c161e307cb58e20dd_normal.jpeg,BeccaaaShannonn,0,28.1,30.8,36,37.4
"Toronto, Ontario",,Toronto,And yet she's not here again 6 day weekend!!!!!!!,31,43.65606,-79.451,"Wed, 03 Apr 2013 12:53:28 +0000",107,http://a0.twimg.com/profile_images/3205564156/5d7e376fef895ed1ed444e3e0ecbe3bd_normal.jpeg,Hat3rzLov3,0,30.5,31.5,35.8,33.3
"Monclova, OH",female,Monclova,@SidRadio8 Are you listening to this piece of crap playing?,,41.58487778,-83.69931459,"Wed, 03 Apr 2013 12:53:28 +0000",4,http://a0.twimg.com/profile_images/3129019390/abe5d738a1c4cfcee8ccce11eb434c7c_normal.jpeg,DeeDee0621,0,30.8,32.8,37,37.9
"Milwaukee, WI",,Milwaukee,"@ThisIsTayK stupid registration!  Ugh, I was so ready for it...had all my holds removed and then SURPRISE you have more holds",40,43.0295106,-88.0110963,"Wed, 03 Apr 2013 12:53:28 +0000",190,http://a0.twimg.com/profile_images/3066693840/5c1f45c40d368c1e1dda77a8b7ed285e_normal.jpeg,whoritori10,-9,31.3,31.9,40.5,41.2
"Manhattan, NY",,Manhattan,Y'all niggas is reckless,56,40.736749,-73.987966,"Wed, 03 Apr 2013 12:53:29 +0000",2618,http://a0.twimg.com/profile_images/3456187092/761fa32743d77ad364475811b70dffc1_normal.jpeg,ClassicBray,-7,38.8,39,39.2,43.8
"Iowa, US",female,Iowa,â€œ@NKOTB: Getting ready to hit the @todayshow stage! #NKOTB10â€ù @jennifer012 Are you ready? #NKOTB10,20,41.15391612,-96.08374164,"Wed, 03 Apr 2013 12:53:29 +0000",19,http://a0.twimg.com/profile_images/3438859798/06ef2b35dacf83baed4d2355154b0135_normal.jpeg,CoverGirl_Barby,0,35.1,41.7,46.3,53.1
"Okolona, KY",male,Okolona,Im up up up !!!,34,38.1461327,-85.6944051,"Wed, 03 Apr 2013 12:53:29 +0000",492,http://a0.twimg.com/profile_images/3460193544/bbad6d22a83279b2529e1ddd599e8fe4_normal.jpeg,Yeah_AtsWhitney,,41.5,42.8,46.3,44.4
"Memphis, TN",,Memphis,"I'm at The Washburn (Memphis, TN) http://t.co/nz1rFo8KbJ",26,35.14348862,-90.05311426,"Wed, 03 Apr 2013 12:53:29 +0000",28,http://a0.twimg.com/profile_images/3174015202/30fea39354f87f793f052fe77c0ce0a9_normal.jpeg,WinnMiller,0,50.9,44.3,46.2,45.8
"Troy, NY",female,Troy,Hearing a car alarm go off several times has to be one of the most annoying things ever #turnthatshitoff,36,42.74541,-73.67637,"Wed, 03 Apr 2013 12:53:29 +0000",207,http://a0.twimg.com/profile_images/3432021738/9d9c7b4371e2ff5d55180380228b24e4_normal.jpeg,bmcshane10,-1,30.7,32.4,37.3,44.6
"Bay Lake, FL",,Bay Lake,All my dad knows how to do is yell at me about everything.,42,28.40567247,-81.554935,"Wed, 03 Apr 2013 12:53:29 +0000",503,http://a0.twimg.com/profile_images/3431622143/c31d46d8e6184226d7301e0c9efc4383_normal.jpeg,xojuicyjay,0,76.1,76.1,70.9,67
"College Station, TX",mostly_female,College Station,Having 8ams is getting really old!!!!,40,30.59490696,-96.33425394,"Wed, 03 Apr 2013 12:53:29 +0000",162,http://a0.twimg.com/profile_images/3280997439/3eaf24ac3c5ac52dfce4b0b024a025e1_normal.jpeg,salinasrobyn,0,66.5,55.6,48.4,47
"West Valley City, UT",,West Valley City,I don't wanna leave... But then again I can't wait to get back..  MP,33,40.70451903,-112.0428289,"Wed, 03 Apr 2013 12:53:29 +0000",357,http://a0.twimg.com/profile_images/3426564615/c9e38443fc43c452b51b92ea747df7fd_normal.jpeg,danijade91,0,48.4,53.7,59.1,65.8
"Southfield, MI",,Southfield,Im not even gonna say shit . Do you ?,42,42.4998013,-83.2127254,"Wed, 03 Apr 2013 12:53:29 +0000",1370,http://a0.twimg.com/profile_images/3214052345/ecf86dc953326f46edc5fdd5f6104fe5_normal.jpeg,___OhhhThatsBRE,-7,31.7,32.9,38.4,43.9
"Giddings, TX",female,Giddings,No f that,49,30.1794476,-96.9258945,"Wed, 03 Apr 2013 12:53:29 +0000",638,http://a0.twimg.com/profile_images/3443594504/045473c549e898647acaf8a5534ff7ac_normal.jpeg,arianaperra,0,70.7,61.4,53.8,50.7
"Home Depot, Johnson City",,Home Depot,"I'm at The @HomeDepot (Johnson City, TN) http://t.co/sNApE6sSa3",20,36.34741616,-82.39849091,"Wed, 03 Apr 2013 12:53:29 +0000",78,http://a0.twimg.com/profile_images/2589928272/rcgkg0mszcfca1sb154q_normal.jpeg,ChaunaStokes,0,43.7,42,40.3,37.6
"Lakeside Church Of Christ, Mansfield",female,Lakeside Church Of Christ,Time for Weight Watchers.  Come join the fun. (@ Lakeside Church Of Christ) http://t.co/dx0Pk5DBbZ,24,32.5941,-97.140394,"Wed, 03 Apr 2013 12:53:29 +0000",39,http://a0.twimg.com/profile_images/2669399608/c53664a23c7d11dc0c7c994e1e586bf5_normal.png,brens1866,0,67,51.6,45.8,45.5
"Providence, RI",,Providence,Think your bad cause u doing hooks in class -______-,37,41.80106358,-71.42825062,"Wed, 03 Apr 2013 12:53:30 +0000",473,http://a0.twimg.com/profile_images/3309271513/ef025219267f0ad3f7ae238121c5b5bf_normal.jpeg,SmdorStfux3,-6,37.1,37.2,39.7,38.5
"Florida, US",female,Florida,Why cry? \n He don't give a fuck about my tears.,36,28.63711175,-81.27438494,"Wed, 03 Apr 2013 12:53:30 +0000",1450,http://a0.twimg.com/profile_images/3463482997/a0c173a73c9cf7fe822378f641763561_normal.jpeg,mjackie_,0,72.5,71.5,70.8,67.8
"Manhattan, NY",mostly_male,Manhattan,@BilldeBlasio @CBSNewYork check out where deblasio @ChrisCQuinn  @BillThompsonNYC get their money from... i have...shocking,42,40.780881,-73.9771425,"Wed, 03 Apr 2013 12:53:30 +0000",241,http://a0.twimg.com/profile_images/1904189418/4554227415_d2c4c03e16_normal.jpg,Credico2013,-9,38,38.4,39.9,43.8
"Clinton, IA",,Clinton,Sick of mornings like these -__-,46,41.83035272,-90.27928652,"Wed, 03 Apr 2013 12:53:30 +0000",245,http://a0.twimg.com/profile_images/3463781607/4bb0c096ad68b63db81d07f334c53cb7_normal.jpeg,dylstein3,0,30.2,31.9,40.5,41.2
"Maxatawny, PA",,Maxatawny,@d_rod52 shouldn't even be a question. But hey if you want equality please line up with Dwight lol,43,40.51202077,-75.79006407,"Wed, 03 Apr 2013 12:53:30 +0000",192,http://a0.twimg.com/profile_images/3345664040/5e1ca3c752ae9ea31073a054acfcfb96_normal.jpeg,BillyBilheimer,0,37.8,37.5,38.4,41.8
"Orlando, FL",,Orlando,@tay__ann24 you're welcome!_Ÿ˜ƒ,38,28.43523797,-81.30054745,"Wed, 03 Apr 2013 12:53:30 +0000",733,http://a0.twimg.com/profile_images/3268136599/db1f09740650a18a7676b419846b957f_normal.jpeg,Abbysuxxx_,,72.8,71.5,71.3,67
"Central Pasco, FL",female,Central Pasco,@SierraJadexOx Thank you girlie! _Ÿ’œ,25,28.26330907,-82.45636811,"Wed, 03 Apr 2013 12:53:30 +0000",118,http://a0.twimg.com/profile_images/3365508847/1972ebbe2bedbf6b1f5e788c5396af1a_normal.jpeg,vanessaspilotro,0,68.7,71.4,69.9,66.8
"Toledo, OH",mostly_female,Toledo,@AnastasiaSeward yay you got it right!!!! #yesyouwin #iwillgetyouaprize âù__Ÿ’›_Ÿ‘çâœŒ_Ÿ‘Œ,40,41.65757756,-83.62187677,"Wed, 03 Apr 2013 12:53:30 +0000",120,http://a0.twimg.com/profile_images/2773665969/0878f936c69e767a270aba64b940b3a7_normal.jpeg,ashmarspe,,31.7,33,38.3,41.1
"El Paso, TX",male,El Paso,Going to watch #utepfootball practice today. Oh joy!,47,31.79046697,-106.3607001,"Wed, 03 Apr 2013 12:53:31 +0000",199,http://a0.twimg.com/profile_images/1304055565/_1_normal.jpg,PaulCCasares,12,71.6,60.6,62.7,67.8
"Tulsa, OK",female,Tulsa,Jen: you look like a morning zombie. ~ the favorite barista. #Wednesday,,36.1366181,-95.98507726,"Wed, 03 Apr 2013 12:53:31 +0000",77,http://a0.twimg.com/profile_images/3443027874/56247239d407aab01bafe84829c1174f_normal.jpeg,jeniferwhite,6,42.3,41.1,46.4,46
"Hampton, MI",,Hampton,Its only wensday...reallyyy,,43.58270255,-83.864938,"Wed, 03 Apr 2013 12:53:31 +0000",27,http://a0.twimg.com/profile_images/3467361593/b218b5d27485d2a81f7df9fc34f9e91f_normal.jpeg,Irocktrues,0,31.4,31.5,39.4,43.4
"Columbus, OH",,Columbus,@illuminatiShaun I had a seizure once.,39,39.96955818,-82.99032612,"Wed, 03 Apr 2013 12:53:31 +0000",387,http://a0.twimg.com/profile_images/3429836994/dff636664d93dc601a4174ae2e2ac88a_normal.jpeg,Gabri3lTheGreat,0,35.3,36.6,38.9,40.1
"Medford, NY",female,Medford,Last year around March me and Jessica were laying in her bed talking about me being pregnant now we both have beautiful children &lt;33,36,40.8087865,-72.9880634,"Wed, 03 Apr 2013 12:53:31 +0000",1307,http://a0.twimg.com/profile_images/3453952464/dea9b57fac67bba33427586c2545a5a4_normal.jpeg,iDoItBetterxx3,4,38.1,38.5,37.5,41.4
"Wilmington, DE",male,Wilmington,This bitch is bad af,38,39.76936009,-75.53125188,"Wed, 03 Apr 2013 12:53:31 +0000",304,http://a0.twimg.com/profile_images/3165645844/0361cee5ce733b1059f6130140409a94_normal.jpeg,Peyton_Carterr,-6,39.8,39.8,37.8,41
"Elizabethtown, KY",,Elizabethtown,Most of them are at ectc lol,39,37.69216849,-85.87189064,"Wed, 03 Apr 2013 12:53:31 +0000",982,http://a0.twimg.com/profile_images/3410309713/1d5b65a68f88e0daf6296ae2a9bd0697_normal.jpeg,JFleezy3,0,38.6,40,44.4,39.9
"Massachusetts, US",,Massachusetts,Fellin dunkins for break this morning,43,42.11399045,-71.8512844,"Wed, 03 Apr 2013 12:53:31 +0000",158,http://a0.twimg.com/profile_images/3410877160/5635fa4d508bb1bb71aae38c29a5734e_normal.jpeg,highimpatrowe,0,32.1,31.3,35.8,35.8
"Whitefield, OK",,Whitefield,I wish everyone was in as big of a rush as I was right now! #MOOOVVEEEE,33,35.2526877,-95.237808,"Wed, 03 Apr 2013 12:53:31 +0000",370,http://a0.twimg.com/profile_images/3458368461/3fd11d9520a348c413a9dd56b833564a_normal.jpeg,lalawalker06,0,48.3,42,44.7,47.2
"Illinois, US",unisex,Illinois,Best show ever is.... JoJo's Circus,39,40.44942684,-88.98511615,"Wed, 03 Apr 2013 12:53:31 +0000",178,http://a0.twimg.com/profile_images/3433553768/91024a4169cf5c757f1a488bb7c0285b_normal.jpeg,Its_Just_Summer,4,34.2,36.5,41.8,44.4
"Monroe, MI",,Monroe,@Admire_Mii fb,,41.9050111,-83.3867448,"Wed, 03 Apr 2013 12:53:31 +0000",715,http://a0.twimg.com/profile_images/3442701950/6a1ead41f1f9614a0f9e8b1e8403a99c_normal.jpeg,KleariiLuvinHim,,32.4,33.5,37.3,39.2
"Blue Bottle Coffeehouse Inc, Fremont",female,Blue Bottle Coffeehouse Inc,"Raspberry Chocolate brew from the best coffee shop ever! Thanks, Ginger! (@ Blue Bottle) http://t.co/IOngixg2Ec",27,41.43368295,-96.49882419,"Wed, 03 Apr 2013 12:53:31 +0000",1741,http://a0.twimg.com/profile_images/2861424920/c0ba4232eca25513d9bef117d95489ea_normal.jpeg,prairiehealer,9,35.7,42.6,46.3,49.5
"Doniphan, MO",male,Doniphan,@arrogantdcw. Aww thanks man. Lol,,36.61554068,-90.81510461,"Wed, 03 Apr 2013 12:53:31 +0000",92,http://a0.twimg.com/profile_images/3387432769/a7de805345aceb8eddefd2cd53cced4b_normal.jpeg,trccdrummer11,0,43.6,42.6,47,42.7
"Inglewood, CA",,Inglewood,@ZarahBrees progress is a process _Ÿ˜Å_Ÿ‘è_Ÿ™è,34,33.9721591,-118.3677702,"Wed, 03 Apr 2013 12:53:31 +0000",1740,http://a0.twimg.com/profile_images/3465070631/b0e0920ab615d5bfa9ceafd26ce3b270_normal.jpeg,Erin_Progressin,4,59.7,60,58.8,59.9
"Bessemer, AL",,Bessemer,Everything's not always agreeable ...,45,33.41486699,-86.92890429,"Wed, 03 Apr 2013 12:53:31 +0000",211,http://a0.twimg.com/profile_images/3442995287/1a5476aa4aa00022943688a937f1293e_normal.jpeg,Female_Kobe,-4,57.4,49.7,48,44.9
"Detroit, MI",,Detroit,Thank God for a paid pops \n\nCause I'm in here spoiled af,47,42.3669483,-83.0855968,"Wed, 03 Apr 2013 12:53:32 +0000",873,http://a0.twimg.com/profile_images/3435930812/79b5d2b5918c866e71748a74ee32f6ac_normal.jpeg,SandToGoldDope,-5,31.7,32.9,38.4,43.9
"Gaffney, SC",female,Gaffney,"""@caitsalerno: Its 850, you can stop teaching now Dr Paul _Ÿ‘__Ÿ‘_"" thank you!! _Ÿ˜ ",40,35.05646663,-81.64862953,"Wed, 03 Apr 2013 12:53:32 +0000",184,http://a0.twimg.com/profile_images/3070000114/bdb4e514d3453b50dfdd787b745ec09e_normal.jpeg,hannahkalene,0,54.8,52.5,44.8,37.3
"Portland, TN",female,Portland,Thanks for the music this morning @PHS_Renaissance! _Ÿ‘ç,42,36.5820838,-86.53291606,"Wed, 03 Apr 2013 12:53:32 +0000",197,http://a0.twimg.com/profile_images/3443870321/ad21355d7597b08acc8ff34281637eb7_normal.jpeg,meghane95,0,43.5,44.1,44.9,46.3
"Troy, NY",,Troy,The computer lab is freezing,42,42.69646663,-73.68390408,"Wed, 03 Apr 2013 12:53:32 +0000",208,http://a0.twimg.com/profile_images/3317766773/cfe2a147b0d7c2aab90d204a3cef0423_normal.jpeg,ciarrabrownxo,0,30.7,32.4,37.3,44.6
"Ottawa, Ontario",unisex,Ottawa,@Agridome Easy. Scale of impact &amp; who pays. Wind has very limited impact paid by turbine owners. Nuclear externalizes &amp; defers all costs,46,45.248224,-75.8001415,"Wed, 03 Apr 2013 12:53:32 +0000",528,http://a0.twimg.com/profile_images/1219532574/cypv_normal.jpg,Norsunenergy,-3,28.2,30.7,34.3,34.6
"Galliano, LA",female,Galliano,@ukukaylee DID YOU NOT HEAR THE EXPLOSION OUTSIDE JUST NOW?! _Ÿ˜µ,38,29.44157508,-90.3009327,"Wed, 03 Apr 2013 12:53:32 +0000",527,http://a0.twimg.com/profile_images/3459668334/1df432ee4320cb41bfd63c42f92210c1_normal.jpeg,_wizkhalisa,0,66.5,63.7,60.5,55.9
"Midland, TX",,Midland,Days like this makes me wish i was a kid again.,46,32.04229695,-102.1092188,"Wed, 03 Apr 2013 12:53:32 +0000",435,http://a0.twimg.com/profile_images/3377493391/d49a509bca7c2e2bf8ba95e19d2343eb_normal.jpeg,meaxmari,0,60.4,44.7,49,63.5
"District Hotel, Washington",male,District Hotel,Desayunandola. MÃ¡s tarde de regreso a NY (@ The District Hotel) http://t.co/mnTqhyFZg2,45,38.908227,-77.0333066,"Wed, 03 Apr 2013 12:53:32 +0000",599,http://a0.twimg.com/profile_images/3411663323/121f91a18ab95ace3c4492237202e05f_normal.jpeg,radiomaan,0,44.3,43.9,40.5,40.7
"Laredo, TX",,Laredo,not caring what anyone thinks or says is the way to go â˜ù_Ÿ’ªâù_,39,27.47850636,-99.44452456,"Wed, 03 Apr 2013 12:53:32 +0000",534,http://a0.twimg.com/profile_images/3460162852/2ad8b57079722c476603ed1183f660c5_normal.jpeg,_rosagmz,-3,76.3,68.7,62,66.3
"Detroit, MI",,Detroit,@ShellsSoMagic as long as you hug my ears....with the inside of your thighs :-D,42,42.33581893,-83.0402897,"Wed, 03 Apr 2013 12:53:32 +0000",891,http://a0.twimg.com/profile_images/3435846744/82f3ea088a088fefa5520fb95b76695e_normal.jpeg,Wreaking_Havoc_,3,31.7,32.9,38.4,43.9
"Myakka, FL",female,Myakka,@KelleyDicso I'm alive _Ÿ˜ç,42,27.39075455,-82.4088545,"Wed, 03 Apr 2013 12:53:33 +0000",446,http://a0.twimg.com/profile_images/3304002105/4f7ff45ccb4cc628ea6207c0143933ef_normal.jpeg,kaelabertolino1,,69.4,71.1,70.1,68.2
"Tuscaloosa, AL",,Tuscaloosa,"Ooh okay, makes since now .. Smh",40,33.19633,-87.52621,"Wed, 03 Apr 2013 12:53:33 +0000",121,http://a0.twimg.com/profile_images/3440770500/8406d643fe4ae0bc0be44b8fdd3f9685_normal.jpeg,jayeJayezWorld,4,60.3,51.4,51.7,50
"Powell, TN",mostly_female,Powell,@mrRTR14NC hope you fail school,40,36.02983986,-84.04089193,"Wed, 03 Apr 2013 12:53:33 +0000",1607,http://a0.twimg.com/profile_images/3462881786/68e3ec11b32a02774a310cf7f12f3eda_normal.jpeg,AyeBayBay22,0,47.8,47.7,45.9,41
"Milligan News Co, San Jose",,Milligan News Co,Today is my #Friday then off to #new orleans and #Mississippi to visit fam. So can't wait!!!!! http://t.co/9gU4QaP5gQ,,37.33480878,-121.9004589,"Wed, 03 Apr 2013 12:53:33 +0000",424,http://a0.twimg.com/profile_images/2751087876/1feb35d96ccf30b4863bd0203b410a60_normal.png,jdilladaddy3,0,57.6,58.9,59.1,60.1
"Alexandria, VA",female,Alexandria,I feel good this morning!  started out my day with a compliment :],28,38.81259967,-77.1409783,"Wed, 03 Apr 2013 12:53:33 +0000",163,http://a0.twimg.com/profile_images/3461115650/fbd02823dffcfddceda3a4401e93266b_normal.jpeg,fati_8D,5,43,42.1,38.4,40.7
"Alliance, OH",female,Alliance,@ChiefKeef330 hay QT,35,40.91253824,-81.11130114,"Wed, 03 Apr 2013 12:53:33 +0000",361,http://a0.twimg.com/profile_images/3458066289/5f557403910a0c390f30c59795c3db23_normal.jpeg,marissaa_mae,,31.4,32.5,34.5,40.6
"Milwaukee, WI",,Milwaukee,Hmmm hickiess on my boobs . Lmaoo hahaha,33,43.0779298,-87.9687703,"Wed, 03 Apr 2013 12:53:33 +0000",298,http://a0.twimg.com/profile_images/3391716717/28be1fc9c5c56bccfe48ec29d7c970f6_normal.jpeg,smileitsamazing,2,31.3,31.9,40.5,41.2
"Austin, TX",,Austin,Where did the rain go??  _Ÿ˜_,30,30.33045578,-97.81045874,"Wed, 03 Apr 2013 12:53:33 +0000",56,http://a0.twimg.com/profile_images/3440087513/85b14e48c5de479a7141d92fff6f2767_normal.jpeg,GuzmanMarisa,0,69.5,56.1,51.5,48.7
"West Des Moines, IA",,West Des Moines,"It's not that I don't like you, I just can't do that shit at this point in my life nor again #deep",36,41.58774912,-93.75986187,"Wed, 03 Apr 2013 12:53:33 +0000",670,http://a0.twimg.com/profile_images/3468998864/c8d096902b61850b6b28e2e93da3da6a_normal.jpeg,jsketch_7,-7,34.9,37.9,46.3,47.4
"Hutchinson, KS",female,Hutchinson,You always think your problems never lead to anything. #timeto #turnoffthephone,30,38.06757076,-97.92085801,"Wed, 03 Apr 2013 12:53:33 +0000",60,http://a0.twimg.com/profile_images/3369253930/8476e39b1aba88f96e60cb3883fe931c_normal.jpeg,JuliaAnnJ5,-4,38.9,38.9,44.4,44.7
"Boston, MA",unisex,Boston,@jaz096 CHINGU OMG OMG OMG OMG OMG YUNG GWA KO CHINGU PWEDE NA KONG LUMUHA NG DUGO WAAAAAA,,42.31435,-70.970284,"Wed, 03 Apr 2013 12:53:33 +0000",181,http://a0.twimg.com/profile_images/3442402684/cfe54f6c4564e7da620456087a578a97_normal.png,seupoilleo,0,36.5,37.3,41.4,40.6
"Lebanon, TN",male,Lebanon,Why so we have a substitute in college?! I'm confused. _Ÿ‘_,41,36.20373489,-86.30071082,"Wed, 03 Apr 2013 12:53:33 +0000",1304,http://a0.twimg.com/profile_images/3436893621/78170bbb23e56a830a45d86c2b19b41f_normal.jpeg,Stay_HardWorkn,-4,45.2,46.5,46.3,46.5
"Queens, NY",female,Queens,I need it to be Friday already,39,40.71214096,-73.80940888,"Wed, 03 Apr 2013 12:53:34 +0000",63,http://a0.twimg.com/profile_images/3458299179/ac9ed3684c7d1c47dfc04cec251674ca_normal.jpeg,isanyc_,0,39.6,39.9,38.9,41.1
