station,WBAN ,date,temp,dewpoint, visibility,windspeed,precipitation,snow_depth,indicator
722505,12904,20130403,73.9,68.5,10,6, 0.00G,999.9,0
722506,12959,20130401,76.9,66.4,10,9.6, 0.00G,999.9,0
722506,12959,20130402,77,67.6,10,12, 0.00G,999.9,10000
722506,12959,20130403,75.9,68.3,10,7.4, 0.00G,999.9,0
722510,12924,20130401,74,65.7,9.1,9.9, 0.00G,999.9,10010
722510,12924,20130402,74.6,67.4,9.8,11, 0.00G,999.9,10010
722510,12924,20130403,74.2,69.3,9.1,10.3, 0.00G,999.9,10000
722515,12926,20130401,73.7,68.2,6.5,10.1, 0.00G,999.9,110010
722515,12926,20130402,74.1,69.5,7.2,11.2, 0.00G,999.9,10010
722515,12926,20130403,73.4,70.1,7.1,10.5, 0.00H,999.9,10000
722516,12928,20130401,74.9,66,9,10, 0.00G,999.9,10010
722516,12928,20130402,76.1,68,9.8,10.2, 0.00G,999.9,10000
722516,12928,20130403,74.5,69.7,9.3,9.9, 0.00I,999.9,0
722517,12932,20130401,73.8,65.3,9,9.4, 0.15G,999.9,10000
722517,12932,20130402,74.7,66.1,9.4,10.2, 0.02G,999.9,10010
722517,12932,20130403,73.9,68,10,9.3, 0.00G,999.9,0
722518,12974,20130401,73.2,65.9,8.9,8.8, 0.13G,999.9,10010
722518,12974,20130402,73.5,66.5,9.3,10, 0.00G,999.9,10010
722518,12974,20130403,72.2,68.1,10,10.3,99.99,999.9,10000
722520,12907,20130401,77.6,62.7,9.3,8, 0.00G,999.9,0
722520,12907,20130402,76.3,64.4,9.3,10.8, 0.00G,999.9,0
722520,12907,20130403,77.4,66.2,10,7.5, 0.00I,999.9,0
722523,12970,20130401,71.8,60.9,8.1,4, 0.00G,999.9,10000
722523,12970,20130402,72.3,63.5,8.7,8.6, 0.00G,999.9,10000
722523,12970,20130403,64.2,60.5,8.3,11.7, 0.90G,999.9,110010
722524,12972,20130401,72.1,67,7.3,9, 0.00G,999.9,0
722524,12972,20130402,72.5,68.3,7.1,10.4, 0.00G,999.9,10000
722524,12972,20130403,71.3,69.1,5.9,11.7, 0.00G,999.9,0
722526,12947,20130401,74.3,63.9,8.4,6.8, 0.00G,999.9,10010
722526,12947,20130402,73.2,64.4,9.1,8, 0.00G,999.9,10000
722526,12947,20130403,70.6,63.4,9,8.1, 0.74G,999.9,10010
722527,12976,20130401,67.7,61.9,9.3,6.2, 0.02G,999.9,0
722527,12976,20130402,66.8,64.4,7.6,5.3, 0.00G,999.9,10000
722527,12976,20130403,65.6,63.7,7.8,9.5, 0.85G,999.9,10010
722530,12921,20130401,69.6,61.9,9.2,3.1, 0.19G,999.9,0
722530,12921,20130402,72.5,63.6,9.2,9.9, 0.00G,999.9,10000
722530,12921,20130403,64,59.5,8.7,10.5, 1.20G,999.9,110010
722533,12962,20130401,70.9,58.8,9.6,5.9, 0.00G,999.9,0
722533,12962,20130402,71.7,62.7,8.8,9.3, 0.00G,999.9,10000
722535,12909,20130401,70.3,60.8,10,4.7, 0.00A,999.9,0
722535,12909,20130402,72.4,63.5,10,9.1, 0.00I,999.9,0
722535,12909,20130403,66,59.7,9.2,9.5, 1.67A,999.9,10010
722536,12911,20130401,69.9,63.6,9.4,4.4, 0.06G,999.9,0
722536,12911,20130402,71.5,65.1,9.1,9, 0.00G,999.9,10000
722536,12911,20130403,62.9,61.3,9.9,10.6, 0.58A,999.9,110010
722537,12961,20130401,62.7,56,9.5,2, 0.31G,999.9,0
722537,12961,20130402,67.4,60.6,8.3,7.6, 0.00G,999.9,10000
722537,12961,20130403,58.4,55.2,8.8,5.5,99.99,999.9,10010
722539,12979,20130401,69,59.1,9.8,3.8, 0.00I,999.9,0
722539,12979,20130402,70.1,61.2,7.4,8.7,99.99,999.9,10010
722539,12979,20130403,61.6,58,7.3,11.8,99.99,999.9,10010
722540,13904,20130401,68.2,60,9.4,3.1, 0.00G,999.9,0
722540,13904,20130402,68.9,63.7,7.7,9, 0.00G,999.9,10010
722540,13904,20130403,60.8,59.3,8.8,7.2, 2.57G,999.9,10010
722541,53914,20130401,60.8,47.3,10,2.9, 0.00I,999.9,0
722541,53914,20130402,63.7,54.4,9.8,5.6, 0.00G,999.9,10000
722541,53914,20130403,51.6,44.3,9.5,10.2, 0.07G,999.9,10000
722542,3999,20130401,68.9,58,9.3,4.9, 0.00G,999.9,0
722542,3999,20130402,67.9,61.3,6.8,7.5, 0.00G,999.9,10010
722542,3999,20130403,58.6,55.9,5.6,10.6, 0.50G,999.9,10010
722543,12977,20130401,68.6,62,9,4.4, 0.42G,999.9,0
722543,12977,20130402,67,63,8.9,6.8, 0.00G,999.9,10000
722543,12977,20130403,65.7,62.7,9.1,9, 1.39G,999.9,110010
722544,13958,20130401,71.8,58.7,10,3.2, 0.00G,999.9,0
722544,13958,20130402,74.7,61.2,10,7, 0.00I,999.9,0
722547,53942,20130401,67.2,60,8.4,3.7, 0.00I,999.9,100000
722547,53942,20130402,68,62.5,8.1,6.5,99.99,999.9,10010
722547,53942,20130403,59.6,57.8,8.6,8, 0.09A,999.9,10010
722550,12912,20130401,73.2,64.5,7.5,6.7, 0.00G,999.9,0
722550,12912,20130402,71.3,65.6,8,8.6, 0.00G,999.9,0
722550,12912,20130403,68.1,64.4,9.3,10.3, 0.04G,999.9,10000
722552,93929,20130401,59.2,45.9,10,2.3, 0.07G,999.9,0
722552,93929,20130402,56.2,48.9,9,8, 0.00G,999.9,10000
722552,93929,20130403,45.4,44.3,7.9,9.7, 0.58A,999.9,10000
722553,53928,20130401,71.8,64,8.4,2.9, 0.29G,999.9,0
722553,53928,20130402,69.7,63.1,7.2,4.4, 0.00G,999.9,10010
722553,53928,20130403,65.6,61.9,8.4,10.2, 0.72A,999.9,10010
722554,12978,20130401,74.4,65.4,8.9,2.8, 0.00G,999.9,0
722554,12978,20130402,70.7,65.6,7.6,5.6, 0.00G,999.9,10010
722554,12978,20130403,66.3,63.1,7,6.8, 0.71A,999.9,10010
722555,12935,20130401,72.2,64,9.3,10.7, 0.00G,999.9,0
722555,12935,20130402,72.9,66.3,8.3,9.5, 0.00G,999.9,10000
722555,12935,20130403,69.3,65.1,7.1,11.1, 0.10A,999.9,10010
722560,13959,20130401,66.1,53.7,9,4.4, 0.00G,999.9,0
722560,13959,20130402,68.5,60,6.9,6.4, 0.00G,999.9,10000
722560,13959,20130403,62.2,56.8,8.2,9.6, 0.00G,999.9,10000
722563,53952,20130401,66.9,53.3,9.9,5.1, 0.00G,999.9,0
722563,53952,20130402,68.2,58.9,9.5,7.5, 0.00G,999.9,0
722563,53952,20130403,62.6,57.2,9.9,8.2,99.99,999.9,10010
722570,3933,20130401,67.2,56.2,10,4.1, 0.00G,999.9,0
722570,3933,20130402,69.3,61.8,9.6,6.6, 0.00G,999.9,10010
722570,3933,20130403,61.8,58.5,9.1,8.9, 0.22G,999.9,10010
722575,3972,20130401,67.9,56.8,10,5.3, 0.00G,999.9,0
722575,3972,20130402,67.7,61.1,9.2,7.4, 0.00G,999.9,10010
722575,3972,20130403,60.2,57,6.9,9.8,99.99,999.9,10010
722576,3902,20130401,68.5,57.4,7.1,5.5, 0.01G,999.9,0
722576,3902,20130402,67.4,61.4,6.9,9.2, 0.00G,999.9,10010
722576,3902,20130403,59.4,57.4,5.3,10.9, 0.11A,999.9,10010
722577,93984,20130401,67,54.8,9.1,5.4, 0.00G,999.9,0
722577,93984,20130402,67.4,58.5,8.8,8.6, 0.00G,999.9,10010
722577,93984,20130403,60.6,55.8,7,9.3, 0.00I,999.9,0
722580,13960,20130401,66.9,47.4,10,3.2, 0.00I,999.9,0
722580,13960,20130402,69.1,57.1,8.3,8.8, 0.00G,999.9,10000
722580,13960,20130403,59.1,48.6,8.3,12.4, 0.04G,999.9,10000
722587,93955,20130401,61.4,45.5,9.9,4.6, 1.08G,999.9,0
722587,93955,20130402,61.6,48.3,10,9.9, 0.00G,999.9,0
722587,93955,20130403,48,40.2,10,14.1, 0.00I,999.9,0
722588,13926,20130401,61.9,46.8,10,2.7, 0.36G,999.9,0
722588,13926,20130402,65.1,52.7,9.6,4.3, 0.00G,999.9,10010
722588,13926,20130403,53.8,42.4,10,9.5,99.99,999.9,10000
722589,3991,20130401,61.3,47.7,10,3.6, 0.00G,999.9,0
722589,3991,20130402,60.2,51.9,9.5,8.9, 0.00G,999.9,10000
722589,3991,20130403,50.4,47.2,8.9,12.2, 0.33G,999.9,10000
722590,3927,20130401,65.1,48.2,10,4.3, 0.00I,999.9,0
722590,3927,20130402,66.6,55.9,9,9.1, 0.00G,999.9,10000
722590,3927,20130403,55.6,46,9.3,14, 0.00G,999.9,10000
722593,3985,20130401,63.7,49.4,9.6,2.9, 0.00I,999.9,0
722593,3985,20130402,65.8,58.1,7.3,7,99.99,999.9,10010
722593,3985,20130403,56.2,49.8,8.4,9.6,99.99,999.9,10000
722594,53909,20130401,61.7,47.6,10,2.3, 0.00G,999.9,0
722594,53909,20130402,62.5,53.4,8.8,5.5, 0.00G,999.9,10000
722594,53909,20130403,52.8,47.3,8.2,10.6, 0.03G,999.9,10010
722595,13911,20130401,66.8,47,10,3.8, 0.00G,999.9,0
722595,13911,20130402,67.2,52.8,9.5,7.5, 0.00G,999.9,10010
722595,13911,20130403,56.4,46.2,8.1,10.5, 0.03G,999.9,10010
722597,93985,20130401,64.4,48.8,9.4,4, 0.00G,999.9,0
722597,93985,20130402,62.3,52,8,9, 0.17G,999.9,10010
722597,93985,20130403,50,47.3,6.2,8.3, 1.05G,999.9,10010
722598,3970,20130401,65,45.1,13.3,3.4, 0.00I,999.9,0
722598,3970,20130402,67.9,54.6,10.2,8.1, 0.00I,999.9,0
722598,3970,20130403,55,45.7,10.4,13.4,99.99,999.9,10000
722599,3971,20130401,65.6,47.5,10,3.6, 0.00I,999.9,0
722599,3971,20130402,67.3,57.8,7.7,7.1, 0.00G,999.9,10000
722599,3971,20130403,58,49.6,9.8,9.5, 0.16G,999.9,10000
722600,3969,20130401,64.5,49.6,10,3.4, 0.00G,999.9,0
722600,3969,20130402,64.9,55.9,8,6.2, 0.00G,999.9,0
722600,3969,20130403,51.2,47.2,5.4,10.5, 0.00I,999.9,0
722610,22010,20130401,72,61.3,9.7,5.9, 0.06G,999.9,10000
722610,22010,20130402,72.2,63,7.9,8.6, 0.00G,999.9,0
722610,22010,20130403,62.5,58.1,9.1,6.8, 0.33G,999.9,10000
722615,22001,20130401,71.3,61.2,9.8,7.6, 0.00H,999.9,10110
722615,22001,20130402,70.7,63.1,9.1,11.3, 0.00H,999.9,10010
722615,22001,20130403,61.8,58.8,9,7.7, 0.00H,999.9,10010
722616,3032,20130401,72.4,52.6,999.9,7.1, 0.00G,999.9,0
722616,3032,20130402,69.9,55.8,999.9,8.2, 0.00G,999.9,0
722616,3032,20130403,54.1,47,999.9,14.7, 0.39G,999.9,0
722618,99999,20130401,69.3,42.7,10,6.4, 0.00H,999.9,10000
722618,99999,20130402,62.4,47,10,12.3, 0.00H,999.9,10000
722620,23055,20130401,64.9,31.3,8.2,14.7, 0.00G,999.9,0
722620,23055,20130402,59.5,27.8,8,16.5, 0.00G,999.9,0
722620,23055,20130403,42.9,37.3,6.1,33.2, 0.00I,999.9,0
722630,23034,20130401,68.9,47.7,10,6.6, 0.00G,999.9,0
722630,23034,20130402,70.6,54.5,9.8,10.1, 0.00G,999.9,10000
722630,23034,20130403,46.5,43.9,8.9,14.2, 0.55G,999.9,10010
722637,93046,20130401,53.9,41.1,9.7,7.6, 0.00G,999.9,10010
722637,93046,20130402,37,32.4,7.6,10.1,99.99,999.9,10000
722637,93046,20130403,34.5,33.5,3.4,9.2,99.99,999.9,11000
722640,93035,20130401,61.5,36.7,10,6.4, 0.00G,999.9,0
722640,93035,20130402,60,42.3,10,6.9, 0.00G,999.9,10010
722640,93035,20130403,51.4,42.2,10,9.8, 0.00I,999.9,0
722648,3031,20130401,68.4,43.7,10,8.9, 0.00G,999.9,0
722648,3031,20130402,57.8,45.8,9.2,12.4, 0.00G,999.9,0
722648,3031,20130403,41.9,37.7,8.7,14.8, 0.00G,999.9,0
722650,23023,20130401,68,44.8,10,8.3, 0.00G,999.9,0
722650,23023,20130402,59.6,45.8,9.4,12.8, 0.00G,999.9,0
722650,23023,20130403,41.7,37.3,9.3,14.9, 0.00G,999.9,0
722654,23091,20130401,69.5,42.8,10,6.4, 0.00G,999.9,10000
722654,23091,20130402,62.5,47,10,12.5, 0.00G,999.9,10000
722654,23091,20130403,45.4,40.8,6.6,8.9, 0.00G,999.9,10000
722656,23040,20130401,69.6,40.1,10,7.1, 0.00G,999.9,0
722656,23040,20130402,59.1,45.4,9.7,11.3, 0.00G,999.9,0
722656,23040,20130403,47.4,37.9,10,12.7, 0.00G,999.9,0
722660,13962,20130401,66.8,48.3,10,7.6, 0.00G,999.9,0
722660,13962,20130402,56.9,49.7,7.5,11.7, 0.11G,999.9,10000
722660,13962,20130403,42.3,41.9,5.9,12.1, 0.20G,999.9,10000
722666,93943,20130401,65.1,52.4,9.9,3.8, 0.00I,999.9,0
722666,93943,20130402,65.5,57.2,8.9,8.8,99.99,999.9,10010
722666,93943,20130403,47.2,46,5.3,12.9,99.99,999.9,10010
722670,23042,20130401,63.6,41.9,10,10.7, 0.00G,999.9,0
722670,23042,20130402,45.5,38.3,5.4,14.7, 0.00G,999.9,10000
722670,23042,20130403,36.5,34.3,8.1,14.2, 0.00G,999.9,10000
722676,3035,20130401,64.8,31.8,10,8.1, 0.00G,999.9,0
722676,3035,20130402,54.7,29.4,9.6,12.9, 0.00G,999.9,0
722676,3035,20130403,48.4,34,9.6,10.4, 0.00I,999.9,0
722677,3027,20130401,53.4,19.6,10,10.7, 0.00G,999.9,0
722677,3027,20130402,41.4,26.2,7.2,9.4, 0.00G,999.9,100000
722677,3027,20130403,33.5,26.6,9.9,10, 0.00I,999.9,0
722678,23052,20130401,50.9,25.8,10,10.7, 0.00G,999.9,0
722678,23052,20130402,37.6,28.6,9.2,4.6, 0.00G,999.9,10000
722678,23052,20130403,37,30.3,9.4,7.4, 0.00I,999.9,0
722680,23009,20130401,66.2,31.5,9.9,8.2, 0.00G,999.9,0
722680,23009,20130402,55,32.2,8.6,11.7, 0.00G,999.9,0
722680,23009,20130403,45.1,34.2,9.4,9.3, 0.00I,999.9,0
722683,93083,20130401,55.3,21.3,10,8.1, 0.00G,999.9,0
722683,93083,20130402,48,20.9,9,8.2, 0.00G,999.9,0
722683,93083,20130403,38.2,30.8,9.8,9.3, 0.00I,999.9,0
722686,23008,20130401,60.7,37.9,10,9.3, 0.00I,999.9,0
722686,23008,20130402,37.9,36,7.4,15, 0.00H,999.9,10000
722686,23008,20130403,34.6,34.6,10,15.2, 0.00I,999.9,0
722687,93033,20130401,68.1,31.6,9.9,6.9, 0.00G,999.9,0
722687,93033,20130402,57.6,35.6,9.6,11.7, 0.00G,999.9,0
722687,93033,20130403,48.2,36.4,9.9,10.1, 0.00I,999.9,0
722688,93034,20130401,64,36.9,10,4.5, 0.00G,999.9,0
722688,93034,20130402,53.4,38.3,8.2,11.5, 0.00G,999.9,0
722688,93034,20130403,40.6,36.6,8.9,14, 0.00I,999.9,0
722689,23077,20130401,59,37.6,10,10.5, 0.00I,999.9,0
722689,23077,20130402,38,31,6.8,16.7, 0.00I,999.9,0
722689,23077,20130403,35.2,29.6,9.7,14.8, 0.00I,999.9,0
722691,99999,20130401,69,58.7,9.5,5,99.99,999.9,10000
722691,99999,20130402,62.6,48.2,10,2, 0.00I,999.9,0
722692,99999,20130401,49.9,43.8,5.7,5.3, 0.01A,999.9,100000
722692,99999,20130402,43,26.6,10,6.3, 0.00I,999.9,0
722693,93097,20130401,65.8,20.8,10,8.5, 0.00G,999.9,0
722693,93097,20130402,64.9,12.4,10,7.2, 0.00G,999.9,0
722693,93097,20130403,59.6,4.4,10,7, 0.00I,999.9,0
722695,93041,20130401,64.8,18.6,10,8, 0.00G,999.9,0
722695,93041,20130402,63.7,16,10,9.4, 0.00G,999.9,0
722695,93041,20130403,62.2,8.3,10,12.1, 0.00I,999.9,0
722700,23044,20130401,69.5,22.2,10,5.1, 0.00G,999.9,0
722700,23044,20130402,71.6,15.6,10,8.6, 0.00G,999.9,0
722700,23044,20130403,67.5,10.5,10,12.9, 0.00I,999.9,0
722704,99999,20130401,77.2,18.7,9.6,9.6, 0.00I,999.9,0
722704,99999,20130402,69.8,13.5,9.8,7.5, 0.00I,999.9,0
722710,93045,20130401,65.9,16.9,10,7.8, 0.00G,999.9,0
722710,93045,20130402,65,11.1,10,8.4, 0.00G,999.9,0
722710,93045,20130403,58.3,12.2,10,9.6, 0.00I,999.9,0
722725,23078,20130401,63.1,19.1,10,8.4, 0.00G,999.9,0
722725,23078,20130402,63.1,16.9,9.7,10.6, 0.00G,999.9,0
722725,23078,20130403,58.5,9,10,10, 0.00I,999.9,0
722728,3196,20130401,64,25.5,10,4.4, 0.00G,999.9,0
722728,3196,20130402,60.5,20.7,10,4.2, 0.00G,999.9,0
722728,3196,20130403,58.3,16.8,10,5, 0.00I,999.9,0
722730,3124,20130401,64.9,20.6,10,9.1, 0.00G,999.9,0
722730,3124,20130402,61.7,17.9,10,9.9, 0.00G,999.9,0
722730,3124,20130403,57.2,15.3,10,11, 0.00I,999.9,0
722740,23160,20130401,70.5,25,10,3.7, 0.00G,999.9,0
722740,23160,20130402,67.4,20.5,10,6, 0.00G,999.9,0
722740,23160,20130403,66.8,19.6,10,5.4, 0.00I,999.9,0
722745,23109,20130401,68.3,27,10,4.7, 0.00I,999.9,0
722745,23109,20130402,65,21.4,10,7.5, 0.00I,999.9,0
722745,23109,20130403,64,21.3,9.8,6.3, 0.00I,999.9,0
722747,93084,20130401,67,21.6,10,6, 0.00G,999.9,0
722747,93084,20130402,66,16.2,10,8.9, 0.00G,999.9,0
722747,93084,20130403,63.8,17.2,10,11.4, 0.00I,999.9,0
722748,3914,20130401,70.6,33.2,10,4.3, 0.00I,999.9,0
722748,3914,20130402,66.7,24.4,10,5.9, 0.00I,999.9,0
722748,3914,20130403,68,26.6,10,4.3, 0.00I,999.9,0
722749,53128,20130401,75.7,29.5,33.8,7.4, 0.00I,999.9,0
722749,53128,20130402,72.4,26,31.3,7, 0.00I,999.9,0
722764,3029,20130401,50.1,18.3,10,7.5, 0.00G,999.9,0
722764,3029,20130402,43.8,15.2,10,7.4, 0.00G,999.9,10000
722764,3029,20130403,35.2,24,10,2.1, 0.00G,999.9,0
722780,23183,20130401,76.4,33,10,5.5, 0.00G,999.9,0
722780,23183,20130402,72,26.1,10,6.6, 0.00G,999.9,0
722780,23183,20130403,75.6,25.9,10,8.8, 0.00G,999.9,0
722783,3185,20130401,73.8,31.1,38.3,6.6, 0.00I,999.9,0
722783,3185,20130402,74.8,25.4,40,7.7, 0.00I,999.9,0
722784,3184,20130401,70.5,32.9,9.8,4.4, 0.00G,999.9,0
722784,3184,20130402,66.9,26.5,10,4.7, 0.00G,999.9,0
722784,3184,20130403,71.1,25.2,10,6.1, 0.00G,999.9,0
722785,23111,20130401,72.8,36.8,10,7.3, 0.00A,999.9,0
722785,23111,20130402,68.7,29.2,10,5.9, 0.00A,999.9,0
722785,23111,20130403,74.5,29.2,10,8.5, 0.00I,999.9,0
722786,23104,20130401,70.7,30.7,23.1,5.6, 0.00I,999.9,0
722786,23104,20130402,66.7,25.5,29.5,5.2, 0.00I,999.9,0
722786,23104,20130403,67.6,28.2,15,4.3, 0.00I,999.9,0
722787,53126,20130401,76.4,32.3,20,8.1, 0.00I,999.9,0
722787,53126,20130402,72.9,28,20,6.7, 0.00I,999.9,0
722788,3186,20130401,76,37.3,10,8.9, 0.00I,999.9,0
722788,3186,20130402,72.9,31.9,10,7.9, 0.00I,999.9,0
722788,3186,20130403,78.3,28.8,999.9,999.9, 0.00I,999.9,0
722789,3192,20130401,72.8,33,10,2.9, 0.00G,999.9,0
722789,3192,20130402,69.1,27.2,10,3.7, 0.00G,999.9,0
722789,3192,20130403,73.4,25,10,2.6, 0.00G,999.9,0
722810,23199,20130401,70.6,35.8,10,11.3, 0.00G,999.9,0
722810,23199,20130402,68.8,36.5,10,7.9, 0.00G,999.9,0
722810,23199,20130403,73.3,38.4,10,6, 0.00I,999.9,0
722813,53146,20130401,61.6,20.7,10,9.5, 0.00G,999.9,10000
722813,53146,20130402,58.8,17.7,10,9.7, 0.00G,999.9,10000
722813,53146,20130403,54.3,15.7,10,8.6, 0.00I,999.9,0
722817,3068,20130401,40.9,24.5,10,10, 0.00G,999.9,10000
722817,3068,20130402,33.5,26.6,10,9, 0.00G,999.9,1000
722820,3949,20130401,63.9,52.9,6.7,1.6, 0.84G,999.9,100000
722820,3949,20130402,63.3,52.7,9.9,1.5, 0.00G,999.9,10000
722820,3949,20130403,60.5,55,8.9,4.2, 0.12A,999.9,10010
722821,53988,20130401,64.1,53.6,6.1,0.8, 0.72G,999.9,100000
722821,53988,20130402,64.9,53.1,9.5,0.9, 0.00G,999.9,10000
722821,53988,20130403,63.4,57,9.3,3.9, 0.01A,999.9,10000
722822,63903,20130401,65.3,53.3,8.6,2.7, 0.00G,999.9,100000
722822,63903,20130402,65.7,51.7,10,4, 0.01G,999.9,10000
722823,3749,20130401,55.1,34.6,9.7,11.3, 0.27G,999.9,0
722823,3749,20130402,40.2,13.3,10,8.4, 0.01G,999.9,0
722825,53145,20130401,47,29.4,999.9,9, 0.00H,999.9,10000
722825,53145,20130402,45.4,25.7,999.9,7.4, 0.00I,999.9,0
722825,53145,20130403,49.7,27.6,10,8.6, 0.00I,999.9,0
722826,93762,20130401,48.3,34.5,8.9,6.3, 0.26G,999.9,10000
722826,93762,20130402,37.1,13.2,10,4.7, 0.02G,999.9,0
722857,99999,20130401,28.4,14.4,10,7.5, 0.00I,999.9,0
722857,99999,20130402,18.6,10.5,10,4.7, 0.00I,999.9,0
722860,23119,20130401,57.1,50,10,7.3, 0.00G,999.9,0
722860,23119,20130402,58.8,50.8,10,4.9, 0.00G,999.9,0
722860,23119,20130403,57.9,49.6,10,4.8, 0.00I,999.9,0
722868,93138,20130401,69.8,38.3,10,8.6, 0.00G,999.9,0
722868,93138,20130402,71.8,38.9,10,8.8, 0.00G,999.9,0
722868,93138,20130403,76.6,41.7,10,9.1, 0.00I,999.9,0
722869,3171,20130401,59.2,47.8,10,6.9, 0.00G,999.9,0
722869,3171,20130402,61.1,48.5,10,4.6, 0.00G,999.9,0
722869,3171,20130403,62.3,48.8,10,3, 0.00I,999.9,0
722874,93134,20130401,58.6,50.9,10,2.3, 0.02G,999.9,0
722874,93134,20130402,60.2,50.6,9.9,1.4, 0.00G,999.9,0
722874,93134,20130403,60.1,51.9,10,2.2, 0.00I,999.9,0
722880,23152,20130401,60.4,47.8,10,3.9, 0.00G,999.9,0
722880,23152,20130402,61.8,47.4,9.4,4, 0.00G,999.9,0
722880,23152,20130403,63.9,50.4,10,4.2, 0.00I,999.9,0
722885,93197,20130401,57.9,51.1,10,5.2, 0.00G,999.9,0
722885,93197,20130402,58.7,51,9.9,4.2, 0.00G,999.9,0
722885,93197,20130403,58.5,52.7,10,2.4, 0.00I,999.9,0
722886,23130,20130401,59.2,46.6,10,3.1, 0.00G,999.9,0
722886,23130,20130402,60.2,47.2,9.9,3, 0.00G,999.9,0
722886,23130,20130403,63.8,49.1,10,2.1, 0.00I,999.9,0
722887,3180,20130402,62.6,47.8,10,5.2, 0.00I,999.9,0
722887,3180,20130403,63.5,49.1,999.9,999.9, 0.00I,999.9,0
722890,93136,20130401,39.4,39,999.9,5.2, 0.00I,999.9,0
722890,93136,20130402,45.7,37.7,999.9,2.8, 0.00I,999.9,0
722890,93136,20130403,52.4,39,999.9,3.4, 0.00I,999.9,0
722895,23243,20130401,57,50.7,8.5,5.5, 0.00G,999.9,0
722895,23243,20130402,57,49.3,10,6.8, 0.00I,999.9,0
722895,23243,20130403,55.2,49,10,8.4, 0.00I,999.9,0
722897,93206,20130401,56.9,53.6,8.5,3.9, 0.11G,999.9,10000
722897,93206,20130402,55.9,50.5,9.1,6.9, 0.01G,999.9,100000
722897,93206,20130403,53.3,51.7,8.2,9.3, 0.00G,999.9,100000
722899,3179,20130401,57.9,48.1,9.8,6.5, 0.00G,999.9,0
722899,3179,20130402,60.1,48.7,9.6,4.5, 0.00G,999.9,0
722899,3179,20130403,57.9,49,999.9,5, 0.00I,999.9,0
722900,23188,20130401,61.4,50.9,10,7.8, 0.00G,999.9,0
722900,23188,20130402,61.1,51.3,9.9,6.6, 0.00G,999.9,10000
722900,23188,20130403,60.2,51.5,10,4.3, 0.00I,999.9,0
722903,3131,20130401,60.3,51.1,9.9,7.1, 0.00G,999.9,10000
722903,3131,20130402,60.4,51.2,10,5.6, 0.00G,999.9,0
722903,3131,20130403,58.1,51.1,10,3.6, 0.00I,999.9,0
722904,3178,20130401,58.7,52.1,10,4.9, 0.00G,999.9,0
722904,3178,20130402,58.8,52.1,9.8,4.5, 0.01G,999.9,10000
722904,3178,20130403,56.4,52.2,10,3.1, 0.00G,999.9,0
722906,93112,20130401,62.5,52,10,9.3, 0.00G,999.9,10000
722906,93112,20130402,62,52.9,9.8,9.1, 0.00G,999.9,10000
722906,93112,20130403,60.6,53.2,10,5.9, 0.00I,999.9,0
722907,53143,20130401,59.5,49.1,11.8,4, 0.00I,999.9,0
722907,53143,20130402,63.2,48.8,11.7,4.9, 0.00I,999.9,0
722909,93115,20130401,60.6,52.8,10,7.9, 0.00G,999.9,0
722909,93115,20130402,60.3,53.5,9.8,8.2, 0.00G,999.9,10000
722909,93115,20130403,58.9,52.6,10,4.6, 0.00I,999.9,0
722910,93116,20130401,63.2,53.4,6.5,8.2, 0.05B,999.9,10000
722910,93116,20130402,60,51.1,8.5,17.1, 0.00I,999.9,0
722910,93116,20130403,59.8,50.3,8.3,20, 0.00I,999.9,0
722920,23191,20130401,52.7,49,5.2,8.4, 0.02G,999.9,110000
722920,23191,20130402,52.1,49.4,3.5,9.4, 0.00G,999.9,100000
722920,23191,20130403,55.2,46.4,9.4,5.8, 0.00I,999.9,0
722925,93117,20130401,59.5,53.3,9.8,7.3, 0.00H,999.9,10000
722925,93117,20130402,58.8,51.8,10,9.9, 0.00I,999.9,0
722926,3154,20130401,60.9,50,10,4.2, 0.00I,999.9,0
722926,3154,20130402,58.9,48.7,10,3.5, 0.00I,999.9,0
722926,3154,20130403,57.2,49.1,9.4,2, 0.00I,999.9,0
722927,3177,20130401,60.2,51,10,5, 0.00G,999.9,10000
722927,3177,20130402,59.6,51,10,4.1, 0.00G,999.9,0
722927,3177,20130403,59,52.2,10,1.6, 0.00I,999.9,0
722928,99999,20130401,60.2,51,9.5,9.4, 0.00H,999.9,10000
722928,99999,20130402,58.6,51.1,8.8,6.8, 0.00A,999.9,0
722934,53121,20130401,60.7,52,10,5.1, 0.00G,999.9,10000
722934,53121,20130402,59,51.3,9.8,4.4, 0.00G,999.9,0
722934,53121,20130403,58.4,53.1,10,2, 0.00I,999.9,0
722950,23174,20130401,59.2,52.1,10,9.5, 0.00G,999.9,0
722950,23174,20130402,59.7,52.4,10,8.8, 0.00G,999.9,100000
722950,23174,20130403,59.4,54,10,5.6, 0.00I,999.9,0
722953,3183,20130401,53.1,42,9.2,12.9, 0.00I,999.9,0
722953,3183,20130402,58.3,37.1,10,19.5, 0.00I,999.9,0
722953,3183,20130403,60.2,39.8,10,18.7, 0.00I,999.9,0
722955,3174,20130401,62.3,55.1,11.7,8.6, 0.00I,999.9,0
722955,3174,20130402,63.6,55.1,10,8.5, 0.00I,999.9,0
722956,3167,20130401,59.6,51.4,10,7, 0.00G,999.9,0
722956,3167,20130402,60.1,51.5,10,4.7, 0.00G,999.9,0
722956,3167,20130403,60.1,53.5,10,4.2, 0.00I,999.9,0
